"Player","Team","Position","Team","From","To","Date (PST)","Gameweek"
"Christian Norgaard","BRF","M","sean","Reserve","Active","Tue Mar 12, 2024, 7:11AM","29"
"Christian Norgaard","BRF","M","sean","Active","Reserve","Tue Mar 12, 2024, 7:10AM","29"
"Jakub Kiwior","ARS","D","sean","Reserve","Active","Tue Mar 12, 2024, 7:10AM","29"
"Mohamed Salah","LIV","F","sean","Active","Reserve","Tue Mar 12, 2024, 7:09AM","29"
"David Datro Fofana","CHE/BUR","F","tj","Reserve","Active","Tue Mar 12, 2024, 7:04AM","29"
"Jeremy Doku","MCI","F","tj","Active","Reserve","Tue Mar 12, 2024, 7:04AM","29"
"Josh Brownhill","BUR","M","tj","Reserve","Active","Tue Mar 12, 2024, 7:03AM","29"
"Michael Olise","CRY","M","tj","Active","Reserve","Tue Mar 12, 2024, 7:03AM","29"
"Ethan Pinnock","BRF","D","tj","Reserve","Active","Tue Mar 12, 2024, 7:03AM","29"
"Cristian Romero","TOT","D","aj","Reserve","Active","Sun Mar 10, 2024, 11:50AM","29"
"Lewis Dunk","BHA","D","aj","Active","Reserve","Sun Mar 10, 2024, 11:50AM","29"
"Pascal Gross","BHA","M","aj","Active","Reserve","Sun Mar 10, 2024, 11:50AM","29"
"Rodrigo Bentancur","TOT","M","aj","Reserve","Active","Sun Mar 10, 2024, 11:50AM","29"
"Cole Palmer","MCI/CHE","M","vu","Active","Reserve","Sun Mar 10, 2024, 9:47AM","29"
"Ivan Toney","BRF","F","vu","Reserve","Active","Sun Mar 10, 2024, 9:47AM","29"
"Elijah Adebayo","LUT","F","mg","Reserve","Active","Sun Mar 10, 2024, 9:36AM","29"
"Dominic Solanke","BOU","F","mg","Active","Reserve","Sun Mar 10, 2024, 9:36AM","29"
"Ibrahima Konate","LIV","D","mg","Reserve","Inj Res","Sun Mar 10, 2024, 9:35AM","29"
"Elijah Adebayo","LUT","F","mg","Inj Res","Reserve","Sun Mar 10, 2024, 9:35AM","29"
"Eberechi Eze","CRY","M","mg","Active","Reserve","Sun Mar 10, 2024, 9:35AM","29"
"Frank Onyeka","BRF","M","mg","Reserve","Active","Sun Mar 10, 2024, 9:35AM","29"
"Martin Odegaard","ARS","M","mg","Active","Reserve","Sun Mar 10, 2024, 9:35AM","29"
"Tahith Chong","LUT","M","mg","Reserve","Active","Sun Mar 10, 2024, 9:35AM","29"
"Alex Moreno","AVL","D","sean","Reserve","Active","Sun Mar 10, 2024, 8:36AM","29"
"Facundo Buonanotte","BHA","M","sean","Active","Reserve","Sun Mar 10, 2024, 8:36AM","29"
"Christian Norgaard","BRF","M","sean","Reserve","Active","Sun Mar 10, 2024, 8:36AM","29"
"Andrew Robertson","LIV","D","sean","Active","Reserve","Sun Mar 10, 2024, 8:36AM","29"
"Micky van de Ven","TOT","D","sean","Reserve","Active","Sun Mar 10, 2024, 8:36AM","29"
"Jakub Kiwior","ARS","D","sean","Active","Reserve","Sun Mar 10, 2024, 8:36AM","29"
"Malo Gusto","CHE","D","vu","Active","Reserve","Sat Mar 9, 2024, 11:29AM","28"
"Conor Bradley","LIV","D","vu","Reserve","Active","Sat Mar 9, 2024, 11:29AM","28"
"Thiago Silva","CHE","D","md","Reserve","Active","Sat Mar 9, 2024, 9:57AM","28"
"Levi Colwill","CHE","D","md","Active","Reserve","Sat Mar 9, 2024, 9:57AM","28"
"Luke Shaw","MUN","D","mg","Reserve","Active","Sat Mar 9, 2024, 12:18AM","28"
"Tahith Chong","LUT","M","mg","Active","Reserve","Sat Mar 9, 2024, 12:18AM","28"
"Reece Burke","LUT","D","mg","Active","Reserve","Sat Mar 9, 2024, 12:10AM","28"
"Tahith Chong","LUT","M","mg","Reserve","Active","Sat Mar 9, 2024, 12:10AM","28"
"Pedro Porro","TOT","D","katabe","Inj Res","Reserve","Fri Mar 8, 2024, 10:51PM","28"
"Hwang Hee-Chan","WOL","F","katabe","Reserve","Inj Res","Fri Mar 8, 2024, 10:51PM","28"
"Kurt Zouma","WHU","D","mg","Reserve","Active","Fri Mar 8, 2024, 11:07AM","28"
"Vitalii Mykolenko","EVE","D","mg","Active","Reserve","Fri Mar 8, 2024, 11:07AM","28"
"Aaron Ramsdale","ARS","G","katabe","Reserve","Active","Fri Mar 8, 2024, 11:04AM","28"
"Jordan Pickford","EVE","G","katabe","Active","Reserve","Fri Mar 8, 2024, 11:04AM","28"
"Vitalii Mykolenko","EVE","D","mg","Reserve","Active","Fri Mar 8, 2024, 10:54AM","28"
"Tahith Chong","LUT","M","mg","Active","Reserve","Fri Mar 8, 2024, 10:54AM","28"
"Micky van de Ven","TOT","D","sean","Active","Reserve","Thu Mar 7, 2024, 4:43PM","28"
"Harry Wilson","FUL","M","sean","Reserve","Active","Thu Mar 7, 2024, 4:43PM","28"
"Ibrahima Konate","LIV","D","mg","Inj Res","Reserve","Thu Mar 7, 2024, 12:51PM","28"
"Elijah Adebayo","LUT","F","mg","Reserve","Inj Res","Thu Mar 7, 2024, 12:51PM","28"
"Harry Maguire","MUN","D","mg","Reserve","Active","Thu Mar 7, 2024, 12:50PM","28"
"Elijah Adebayo","LUT","F","mg","Inj Res","Reserve","Thu Mar 7, 2024, 12:50PM","28"
"Ibrahima Konate","LIV","D","mg","Active","Inj Res","Thu Mar 7, 2024, 12:50PM","28"
"Raheem Sterling","CHE","F","rafa","Reserve","Active","Thu Mar 7, 2024, 9:00AM","28"
"Jordan Ayew","CRY","F","rafa","Active","Reserve","Thu Mar 7, 2024, 9:00AM","28"
"Conor Bradley","LIV","D","vu","Active","Reserve","Thu Mar 7, 2024, 8:42AM","28"
"Ben Chilwell","CHE","D","vu","Reserve","Active","Thu Mar 7, 2024, 8:42AM","28"
"Ethan Pinnock","BRF","D","tj","Active","Reserve","Wed Mar 6, 2024, 6:39PM","28"
"Michael Olise","CRY","M","tj","Reserve","Active","Wed Mar 6, 2024, 6:39PM","28"
"Kieran Trippier","NEW","D","tj","Reserve","Inj Res","Wed Mar 6, 2024, 6:39PM","28"
"Michael Olise","CRY","M","tj","Inj Res","Reserve","Wed Mar 6, 2024, 6:39PM","28"
"Ethan Pinnock","BRF","D","tj","Reserve","Active","Wed Mar 6, 2024, 6:38PM","28"
"Ben Godfrey","EVE","D","tj","Active","Reserve","Wed Mar 6, 2024, 6:38PM","28"
"Harvey Elliott","LIV","M","ben","Active","Reserve","Tue Mar 5, 2024, 10:43PM","28"
"Emerson","WHU","D","ben","Reserve","Active","Tue Mar 5, 2024, 10:43PM","28"
"Andros Townsend","EVE/LUT","M","ben","Reserve","Active","Tue Mar 5, 2024, 10:43PM","28"
"Jack Harrison","LEE/EVE","M","ben","Active","Reserve","Tue Mar 5, 2024, 10:43PM","28"
"Elijah Adebayo","LUT","F","mg","Reserve","Inj Res","Tue Mar 5, 2024, 4:09PM","28"
"Harry Maguire","MUN","D","mg","Inj Res","Reserve","Tue Mar 5, 2024, 4:09PM","28"
"Gabriel Martinelli","ARS","M","katabe","Active","Reserve","Tue Mar 5, 2024, 11:44AM","28"
"Leandro Trossard","ARS","M","katabe","Reserve","Active","Tue Mar 5, 2024, 11:44AM","28"
"Ivan Toney","BRF","F","vu","Active","Reserve","Tue Mar 5, 2024, 8:16AM","28"
"Taiwo Awoniyi","NOT","F","vu","Reserve","Active","Tue Mar 5, 2024, 8:16AM","28"
"Ibrahima Konate","LIV","D","mg","Reserve","Active","Tue Mar 5, 2024, 7:49AM","28"
"Vitalii Mykolenko","EVE","D","mg","Active","Reserve","Tue Mar 5, 2024, 7:49AM","28"
"Elijah Adebayo","LUT","F","mg","Inj Res","Reserve","Tue Mar 5, 2024, 7:45AM","28"
"Harry Maguire","MUN","D","mg","Reserve","Inj Res","Tue Mar 5, 2024, 7:45AM","28"
"Tahith Chong","LUT","M","mg","Reserve","Active","Tue Mar 5, 2024, 7:40AM","28"
"Dominic Solanke","BOU","F","mg","Reserve","Active","Tue Mar 5, 2024, 7:39AM","29"
"Tahith Chong","LUT","M","mg","Active","Reserve","Tue Mar 5, 2024, 7:39AM","28"
"Ibrahima Konate","LIV","D","mg","Active","Reserve","Tue Mar 5, 2024, 7:39AM","28"
"Ibrahima Konate","LIV","D","mg","Reserve","Active","Tue Mar 5, 2024, 7:38AM","28"
"Chiedozie Ogbene","LUT","F","mg","Reserve","Active","Tue Mar 5, 2024, 7:32AM","28"
"Chiedozie Ogbene","LUT","F","mg","Reserve","Active","Tue Mar 5, 2024, 7:32AM","29"
"Virgil van Dijk","LIV","D","mg","Active","Reserve","Tue Mar 5, 2024, 7:32AM","29"
"Dominic Solanke","BOU","F","mg","Active","Reserve","Tue Mar 5, 2024, 7:32AM","29"
"Pedro Neto","WOL","F","md","Active","Reserve","Tue Mar 5, 2024, 7:16AM","28"
"Darwin Nunez","LIV","F","md","Reserve","Active","Tue Mar 5, 2024, 7:16AM","28"
"Ibrahima Konate","LIV","D","mg","Active","Reserve","Tue Mar 5, 2024, 7:07AM","28"
"Pablo Sarabia","WOL","M","vu","Active","Reserve","Tue Mar 5, 2024, 7:04AM","28"
"Justin Kluivert","BOU","M","vu","Reserve","Active","Tue Mar 5, 2024, 7:04AM","28"
"Jeremy Doku","MCI","F","tj","Active","Reserve","Tue Mar 5, 2024, 7:03AM","28"
"Chris Mepham","BOU","D","tj","Reserve","Active","Tue Mar 5, 2024, 7:03AM","28"
"Rasmus Hojlund","MUN","F","tj","Reserve","Active","Mon Mar 4, 2024, 10:15PM","30"
"Jeremy Doku","MCI","F","tj","Active","Reserve","Mon Mar 4, 2024, 10:15PM","30"
"Trent Alexander-Arnold","LIV","D","rafa","Reserve","Inj Res","Mon Mar 4, 2024, 9:39PM","28"
"Matheus Cunha","WOL","F","rafa","Inj Res","Reserve","Mon Mar 4, 2024, 9:39PM","28"
"Timothy Castagne","LEI/FUL","D","katabe","Reserve","Active","Mon Mar 4, 2024, 3:57PM","27"
"Jurrien Timber","ARS","D","katabe","Active","Reserve","Mon Mar 4, 2024, 3:57PM","27"
"Mario Lemina","WOL","M","katabe","Reserve","Active","Mon Mar 4, 2024, 3:57PM","27"
"Joelinton","NEW","M","katabe","Active","Reserve","Mon Mar 4, 2024, 3:57PM","27"
"Hwang Hee-Chan","WOL","F","katabe","Active","Reserve","Mon Mar 4, 2024, 3:57PM","27"
"Evan Ferguson","BHA","F","katabe","Reserve","Active","Mon Mar 4, 2024, 3:57PM","27"
"Milos Kerkez","BOU","D","tj","Reserve","Active","Mon Mar 4, 2024, 3:57PM","27"
"Ethan Pinnock","BRF","D","tj","Active","Reserve","Mon Mar 4, 2024, 3:57PM","27"
"Lewis Dunk","BHA","D","aj","Reserve","Active","Mon Mar 4, 2024, 3:05PM","28"
"Cristian Romero","TOT","D","aj","Active","Reserve","Mon Mar 4, 2024, 3:05PM","28"
"Rayan Ait-Nouri","WOL","D","mg","Active","Reserve","Mon Mar 4, 2024, 2:26PM","29"
"Sergio Reguilon","TOT/MUN/BRF","D","mg","Reserve","Active","Mon Mar 4, 2024, 2:26PM","29"
"Gabriel Martinelli","ARS","M","katabe","Reserve","Active","Mon Mar 4, 2024, 11:12AM","27"
"Leandro Trossard","ARS","M","katabe","Active","Reserve","Mon Mar 4, 2024, 11:12AM","27"
"Julian Alvarez","MCI","F","sean","Active","Reserve","Sun Mar 3, 2024, 1:29PM","28"
"Facundo Buonanotte","BHA","M","sean","Reserve","Active","Sun Mar 3, 2024, 1:29PM","28"
"Alex Moreno","AVL","D","sean","Active","Reserve","Sun Mar 3, 2024, 1:29PM","28"
"Mohamed Salah","LIV","F","sean","Reserve","Active","Sun Mar 3, 2024, 1:29PM","28"
"Luis Sinisterra","LEE/BOU","F","sean","Reserve","Active","Sun Mar 3, 2024, 1:29PM","28"
"Abdoulaye Doucoure","EVE","M","sean","Active","Reserve","Sun Mar 3, 2024, 1:29PM","28"
"Ryan Christie","BOU","M","vu","Reserve","Active","Sun Mar 3, 2024, 7:13AM","28"
"Jacob Ramsey","AVL","M","vu","Active","Reserve","Sun Mar 3, 2024, 7:13AM","28"
"Lewis Cook","BOU","M","vu","Reserve","Active","Sun Mar 3, 2024, 7:13AM","28"
"Ben White","ARS","D","vu","Active","Reserve","Sun Mar 3, 2024, 7:13AM","28"
"Alejandro Garnacho","MUN","M","vu","Active","Reserve","Sun Mar 3, 2024, 7:13AM","28"
"Adam Smith","BOU","D","vu","Reserve","Active","Sun Mar 3, 2024, 7:13AM","28"
"Rodrigo Bentancur","TOT","M","aj","Active","Reserve","Sat Mar 2, 2024, 9:36AM","28"
"Pascal Gross","BHA","M","aj","Reserve","Active","Sat Mar 2, 2024, 9:36AM","28"
"Chiedozie Ogbene","LUT","F","mg","Active","Reserve","Sat Mar 2, 2024, 9:28AM","27"
"Antoine Semenyo","BOU","F","mg","Reserve","Active","Sat Mar 2, 2024, 9:28AM","27"
"Daniel Munoz","CRY","D","tj","Reserve","Active","Sat Mar 2, 2024, 9:15AM","28"
"Kieran Trippier","NEW","D","tj","Active","Reserve","Sat Mar 2, 2024, 9:15AM","28"
"James Trafford","BUR","G","tj","Active","Reserve","Sat Mar 2, 2024, 9:15AM","28"
"Thomas Kaminski","LUT","G","tj","Reserve","Active","Sat Mar 2, 2024, 9:15AM","28"
"Ethan Pinnock","BRF","D","tj","Active","Reserve","Sat Mar 2, 2024, 9:15AM","28"
"Milos Kerkez","BOU","D","tj","Reserve","Active","Sat Mar 2, 2024, 9:15AM","28"
"Ben White","ARS","D","vu","Reserve","Active","Sat Mar 2, 2024, 9:00AM","27"
"Kieran Tierney","ARS","D","vu","Active","Reserve","Sat Mar 2, 2024, 9:00AM","27"
"Raheem Sterling","CHE","F","rafa","Active","Reserve","Sat Mar 2, 2024, 6:40AM","27"
"Jordan Ayew","CRY","F","rafa","Reserve","Active","Sat Mar 2, 2024, 6:40AM","27"
"Pascal Gross","BHA","M","aj","Active","Reserve","Sat Mar 2, 2024, 6:39AM","27"
"Rodrigo Bentancur","TOT","M","aj","Reserve","Active","Sat Mar 2, 2024, 6:39AM","27"
"Gabriel Martinelli","ARS","M","katabe","Active","Reserve","Sat Mar 2, 2024, 6:38AM","27"
"Leandro Trossard","ARS","M","katabe","Reserve","Active","Sat Mar 2, 2024, 6:38AM","27"
"Leandro Trossard","ARS","M","katabe","Active","Reserve","Sat Mar 2, 2024, 6:38AM","27"
"Alex Iwobi","EVE/FUL","M","katabe","Reserve","Active","Sat Mar 2, 2024, 6:38AM","27"
"Alex Iwobi","EVE/FUL","M","katabe","Active","Reserve","Sat Mar 2, 2024, 6:37AM","27"
"Leandro Trossard","ARS","M","katabe","Reserve","Active","Sat Mar 2, 2024, 6:37AM","27"
"Emerson Royal","TOT","D","katabe","Reserve","Active","Sat Mar 2, 2024, 6:31AM","27"
"Timothy Castagne","LEI/FUL","D","katabe","Active","Reserve","Sat Mar 2, 2024, 6:31AM","27"
"Jurrien Timber","ARS","D","katabe","Reserve","Active","Sat Mar 2, 2024, 6:26AM","27"
"Nathan Ake","MCI","D","katabe","Active","Reserve","Sat Mar 2, 2024, 6:26AM","27"
"Joelinton","NEW","M","katabe","Reserve","Active","Sat Mar 2, 2024, 6:26AM","27"
"Mario Lemina","WOL","M","katabe","Active","Reserve","Sat Mar 2, 2024, 6:26AM","27"
"Harry Maguire","MUN","D","mg","Inj Res","Active","Sat Mar 2, 2024, 6:15AM","27"
"Elijah Adebayo","LUT","F","mg","Active","Inj Res","Sat Mar 2, 2024, 6:15AM","27"
"Danny Welbeck","BHA","F","sean","Active","Reserve","Sat Mar 2, 2024, 6:07AM","27"
"Micky van de Ven","TOT","D","sean","Reserve","Active","Sat Mar 2, 2024, 6:07AM","27"
"Facundo Buonanotte","BHA","M","sean","Active","Reserve","Sat Mar 2, 2024, 6:07AM","27"
"Tomas Soucek","WHU","M","sean","Reserve","Active","Sat Mar 2, 2024, 6:07AM","27"
"Timo Werner","CHE/TOT","F","ben","Reserve","Active","Sat Mar 2, 2024, 2:29AM","27"
"Julio Enciso","BHA","F","ben","Active","Reserve","Sat Mar 2, 2024, 2:29AM","27"
"Emerson","WHU","D","ben","Active","Reserve","Sat Mar 2, 2024, 2:29AM","27"
"Harvey Elliott","LIV","M","ben","Reserve","Active","Sat Mar 2, 2024, 2:29AM","27"
"Dara O'Shea","BUR","D","katabe","Active","Reserve","Sat Mar 2, 2024, 12:56AM","27"
"Neal Maupay","EVE/BRF","F","katabe","Active","Reserve","Sat Mar 2, 2024, 12:55AM","27"
"Hwang Hee-Chan","WOL","F","katabe","Reserve","Active","Sat Mar 2, 2024, 12:55AM","27"
"Neal Maupay","EVE/BRF","F","katabe","Reserve","Active","Sat Mar 2, 2024, 12:55AM","27"
"Mario Lemina","WOL","M","katabe","Reserve","Active","Sat Mar 2, 2024, 12:55AM","27"
"Leandro Trossard","ARS","M","katabe","Active","Reserve","Sat Mar 2, 2024, 12:55AM","27"
"Rayan Ait-Nouri","WOL","D","mg","Reserve","Active","Sat Mar 2, 2024, 12:34AM","27"
"Sergio Reguilon","TOT/MUN/BRF","D","mg","Active","Reserve","Sat Mar 2, 2024, 12:34AM","27"
"Simon Adingra","BHA","F","mg","Active","Reserve","Sat Mar 2, 2024, 12:33AM","27"
"Chiedozie Ogbene","LUT","F","mg","Reserve","Active","Sat Mar 2, 2024, 12:33AM","27"
"Willian","FUL","F","ben","Reserve","Inj Res","Fri Mar 1, 2024, 9:46PM","27"
"Richarlison","TOT","F","aj","Reserve","Active","Fri Mar 1, 2024, 6:57PM","29"
"Hwang Hee-Chan","WOL","F","katabe","Active","Reserve","Fri Mar 1, 2024, 5:35PM","27"
"Leandro Trossard","ARS","M","katabe","Reserve","Active","Fri Mar 1, 2024, 5:34PM","27"
"John McGinn","AVL","M","katabe","Reserve","Active","Fri Mar 1, 2024, 5:34PM","27"
"Mario Lemina","WOL","M","katabe","Active","Reserve","Fri Mar 1, 2024, 5:34PM","27"
"Manuel Akanji","MCI","D","ben","Active","Reserve","Fri Mar 1, 2024, 4:55PM","27"
"Destiny Udogie","TOT","D","ben","Reserve","Active","Fri Mar 1, 2024, 4:55PM","27"
"Destiny Udogie","TOT","D","ben","Inj Res","Reserve","Fri Mar 1, 2024, 4:55PM","27"
"Ben Mee","BRF","D","ben","Reserve","Inj Res","Fri Mar 1, 2024, 4:55PM","27"
"Miguel Almiron","NEW","M","ben","Active","Reserve","Fri Mar 1, 2024, 4:54PM","27"
"João Palhinha","FUL","M","md","Active","Reserve","Fri Mar 1, 2024, 2:58PM","27"
"Joachim Andersen","CRY","D","md","Reserve","Active","Fri Mar 1, 2024, 2:58PM","27"
"Leandro Trossard","ARS","M","katabe","Active","Reserve","Fri Mar 1, 2024, 12:09PM","27"
"Leandro Trossard","ARS","M","katabe","Reserve","Active","Fri Mar 1, 2024, 11:09AM","27"
"Hwang Hee-Chan","WOL","F","katabe","Reserve","Active","Fri Mar 1, 2024, 11:07AM","27"
"Neal Maupay","EVE/BRF","F","katabe","Active","Reserve","Fri Mar 1, 2024, 11:07AM","27"
"John McGinn","AVL","M","katabe","Active","Reserve","Fri Mar 1, 2024, 11:06AM","27"
"Dara O'Shea","BUR","D","katabe","Reserve","Active","Fri Mar 1, 2024, 11:05AM","27"
"Anthony Elanga","NOT","F","aj","Reserve","Active","Fri Mar 1, 2024, 10:07AM","27"
"Richarlison","TOT","F","aj","Active","Reserve","Fri Mar 1, 2024, 10:07AM","27"
"Elijah Adebayo","LUT","F","mg","Inj Res","Active","Fri Mar 1, 2024, 7:47AM","27"
"Harry Maguire","MUN","D","mg","Active","Inj Res","Fri Mar 1, 2024, 7:47AM","27"
"Mohamed Salah","LIV","F","sean","Active","Reserve","Fri Mar 1, 2024, 7:05AM","27"
"Danny Welbeck","BHA","F","sean","Reserve","Active","Fri Mar 1, 2024, 7:05AM","27"
"Alex Moreno","AVL","D","sean","Reserve","Active","Thu Feb 29, 2024, 9:34PM","27"
"Tomas Soucek","WHU","M","sean","Active","Reserve","Thu Feb 29, 2024, 9:34PM","27"
"Rasmus Hojlund","MUN","F","tj","Active","Reserve","Thu Feb 29, 2024, 12:55PM","27"
"Jeremy Doku","MCI","F","tj","Reserve","Active","Thu Feb 29, 2024, 12:55PM","27"
"Pape Sarr","TOT","M","aj","Reserve","Active","Thu Feb 29, 2024, 11:16AM","29"
"Anthony Elanga","NOT","F","aj","Reserve","Active","Thu Feb 29, 2024, 11:16AM","29"
"Max Kilman","WOL","D","aj","Active","Reserve","Thu Feb 29, 2024, 11:16AM","29"
"Andreas Pereira","FUL","M","aj","Reserve","Active","Thu Feb 29, 2024, 11:16AM","29"
"Kevin De Bruyne","MCI","M","aj","Active","Reserve","Thu Feb 29, 2024, 11:16AM","29"
"Pervis Estupinan","BHA","D","aj","Active","Reserve","Thu Feb 29, 2024, 11:16AM","29"
"Antoine Semenyo","BOU","F","mg","Active","Reserve","Thu Feb 29, 2024, 9:25AM","27"
"Harry Maguire","MUN","D","mg","Inj Res","Active","Thu Feb 29, 2024, 9:25AM","27"
"Elijah Adebayo","LUT","F","mg","Active","Inj Res","Thu Feb 29, 2024, 9:25AM","27"
"Antoine Semenyo","BOU","F","mg","Reserve","Active","Thu Feb 29, 2024, 9:25AM","27"
"Ethan Pinnock","BRF","D","tj","Reserve","Active","Wed Feb 28, 2024, 8:33PM","27"
"Daniel Munoz","CRY","D","tj","Active","Reserve","Wed Feb 28, 2024, 8:33PM","27"
"Simon Adingra","BHA","F","mg","Active","Reserve","Wed Feb 28, 2024, 2:18PM","29"
"Chiedozie Ogbene","LUT","F","mg","Reserve","Active","Wed Feb 28, 2024, 2:18PM","29"
"Daniel Munoz","CRY","D","tj","Reserve","Active","Tue Feb 27, 2024, 6:03PM","27"
"Milos Kerkez","BOU","D","tj","Active","Reserve","Tue Feb 27, 2024, 6:03PM","27"
"Daniel Munoz","CRY","D","tj","Active","Reserve","Tue Feb 27, 2024, 6:02PM","27"
"Rasmus Hojlund","MUN","F","tj","Reserve","Active","Tue Feb 27, 2024, 6:02PM","27"
"Son Heung-Min","TOT","F","tj","Reserve","Active","Tue Feb 27, 2024, 6:01PM","27"
"Dominik Szoboszlai","LIV","M","tj","Active","Reserve","Tue Feb 27, 2024, 6:01PM","27"
"Yoane Wissa","BRF","F","zach","Active","Reserve","Tue Feb 27, 2024, 5:59PM","27"
"Alexander Isak","NEW","F","zach","Reserve","Active","Tue Feb 27, 2024, 5:59PM","27"
"Oleksandr Zinchenko","ARS","D","zach","Reserve","Active","Tue Feb 27, 2024, 5:58PM","27"
"Pau Torres","AVL","D","zach","Active","Reserve","Tue Feb 27, 2024, 5:58PM","27"
"Alexander Isak","NEW","F","zach","Inj Res","Reserve","Tue Feb 27, 2024, 5:57PM","27"
"Leon Bailey","AVL","F","md","Reserve","Active","Tue Feb 27, 2024, 2:22PM","27"
"Darwin Nunez","LIV","F","md","Active","Reserve","Tue Feb 27, 2024, 2:22PM","27"
"Kaoru Mitoma","BHA","M","md","Active","Reserve","Tue Feb 27, 2024, 2:21PM","27"
"Lucas Paqueta","WHU","M","md","Reserve","Active","Tue Feb 27, 2024, 2:21PM","27"
"Elijah Adebayo","LUT","F","mg","Reserve","Active","Tue Feb 27, 2024, 11:18AM","27"
"Chiedozie Ogbene","LUT","F","mg","Active","Reserve","Tue Feb 27, 2024, 11:18AM","27"
"Elijah Adebayo","LUT","F","mg","Inj Res","Reserve","Tue Feb 27, 2024, 11:18AM","27"
"Harry Maguire","MUN","D","mg","Reserve","Inj Res","Tue Feb 27, 2024, 11:18AM","27"
"Ben White","ARS","D","vu","Active","Reserve","Tue Feb 27, 2024, 7:30AM","27"
"Kieran Tierney","ARS","D","vu","Reserve","Active","Tue Feb 27, 2024, 7:30AM","27"
"Ben White","ARS","D","vu","Reserve","Active","Tue Feb 27, 2024, 7:26AM","27"
"Adam Smith","BOU","D","vu","Active","Reserve","Tue Feb 27, 2024, 7:26AM","27"
"Manuel Akanji","MCI","D","ben","Reserve","Active","Tue Feb 27, 2024, 7:07AM","27"
"Guglielmo Vicario","TOT","G","ben","Reserve","Active","Tue Feb 27, 2024, 7:07AM","27"
"Ben Mee","BRF","D","ben","Active","Reserve","Tue Feb 27, 2024, 7:07AM","27"
"Gabriel Jesus","ARS","F","ben","Reserve","Active","Tue Feb 27, 2024, 7:07AM","27"
"Nelson Semedo","WOL","D","vu","Reserve","Active","Tue Feb 27, 2024, 7:03AM","27"
"Christopher Nkunku","CHE","F","vu","Reserve","Inj Res","Tue Feb 27, 2024, 6:42AM","27"
"Joao Pedro","BHA","F","vu","Inj Res","Reserve","Tue Feb 27, 2024, 6:42AM","27"
"Leandro Trossard","ARS","M","katabe","Active","Reserve","Mon Feb 26, 2024, 7:52PM","27"
"John McGinn","AVL","M","katabe","Reserve","Active","Mon Feb 26, 2024, 7:52PM","27"
"Raheem Sterling","CHE","F","rafa","Reserve","Active","Mon Feb 26, 2024, 7:25PM","27"
"Axel Disasi","CHE","D","rafa","Active","Reserve","Mon Feb 26, 2024, 7:25PM","27"
"Craig Dawson","WOL","D","rafa","Active","Reserve","Mon Feb 26, 2024, 7:24PM","27"
"Axel Disasi","CHE","D","rafa","Reserve","Active","Mon Feb 26, 2024, 7:24PM","27"
"Jordan Ayew","CRY","F","rafa","Active","Reserve","Mon Feb 26, 2024, 7:24PM","27"
"Luis Diaz","LIV","F","rafa","Reserve","Active","Mon Feb 26, 2024, 7:24PM","27"
"Neal Maupay","EVE/BRF","F","katabe","Reserve","Active","Mon Feb 26, 2024, 4:20PM","27"
"Hwang Hee-Chan","WOL","F","katabe","Active","Reserve","Mon Feb 26, 2024, 4:20PM","27"
"Nicolas Jackson","CHE","F","katabe","Reserve","Active","Mon Feb 26, 2024, 4:20PM","27"
"Vitalii Mykolenko","EVE","D","mg","Reserve","Active","Mon Feb 26, 2024, 3:56PM","26"
"Ibrahima Konate","LIV","D","mg","Active","Reserve","Mon Feb 26, 2024, 3:56PM","26"
"Jean-Philippe Mateta","CRY","F","mg","Reserve","Active","Mon Feb 26, 2024, 3:56PM","26"
"Cody Gakpo","LIV","F","mg","Active","Reserve","Mon Feb 26, 2024, 3:56PM","26"
"Dominic Solanke","BOU","F","mg","Reserve","Active","Mon Feb 26, 2024, 3:56PM","26"
"Chiedozie Ogbene","LUT","F","mg","Active","Reserve","Mon Feb 26, 2024, 3:56PM","26"
"Virgil van Dijk","LIV","D","mg","Active","Reserve","Mon Feb 26, 2024, 3:56PM","26"
"Sergio Reguilon","TOT/MUN/BRF","D","mg","Reserve","Active","Mon Feb 26, 2024, 3:56PM","26"
"Max Aarons","BOU","D","katabe","Active","Reserve","Mon Feb 26, 2024, 3:56PM","26"
